wavelength,CES01,CES02,CES03,CES04,CES05,CES06,CES07,CES08,CES09,CES10,CES11,CES12,CES13,CES14,CES15,CES16,CES17,CES18,CES19,CES20,CES21,CES22,CES23,CES24,CES25,CES26,CES27,CES28,CES29,CES30,CES31,CES32,CES33,CES34,CES35,CES36,CES37,CES38,CES39,CES40,CES41,CES42,CES43,CES44,CES45,CES46,CES47,CES48,CES49,CES50,CES51,CES52,CES53,CES54,CES55,CES56,CES57,CES58,CES59,CES60,CES61,CES62,CES63,CES64,CES65,CES66,CES67,CES68,CES69,CES70,CES71,CES72,CES73,CES74,CES75,CES76,CES77,CES78,CES79,CES80,CES81,CES82,CES83,CES84,CES85,CES86,CES87,CES88,CES89,CES90,CES91,CES92,CES93,CES94,CES95,CES96,CES97,CES98,CES99
615,0.81156,0.52533,0.08516,0.50229,0.29221,0.23318,0.26677,0.2113,0.05813,0.84185,0.42172,0.60302,0.23037,0.48286,0.54227,0.2281,0.22146,0.3072,0.5281,0.61852,0.87932,0.73531,0.82311,0.86494,0.51042,0.88735,0.44794,0.11826,0.75999,0.3422,0.78641,0.4703,0.78271,0.28446,0.11074,0.55266,0.13792,0.66881,0.08017,0.17846,0.67164,0.26625,0.31512,0.04868,0.16047,0.25433,0.31848,0.34231,0.09436,0.14662,0.19302,0.06872,0.06044,0.5078,0.45146,0.17653,0.07827,0.05632,0.5414,0.64903,0.39387,0.30627,0.07397,0.09859,0.05616,0.05751,0.0665,0.22281,0.18816,0.29041,0.04859,0.43955,0.13271,0.0439,0.04369,0.10857,0.08357,0.09274,0.37408,0.30178,0.09536,0.66528,0.40499,0.05907,0.11171,0.29491,0.15301,0.40076,0.12714,0.20011,0.56537,0.26384,0.39567,0.13341,0.5075,0.63909,0.25685,0.54796,0.39782
620,0.8239,0.554,0.0979,0.50567,0.35063,0.2323,0.319,0.25684,0.05843,0.84979,0.42833,0.6223,0.24254,0.4841,0.55469,0.2497,0.22077,0.3157,0.5275,0.66127,0.88378,0.74695,0.82467,0.8639,0.51055,0.8916,0.44909,0.11813,0.76667,0.34451,0.78978,0.4663,0.78627,0.28043,0.10894,0.55518,0.131,0.6706,0.08089,0.18157,0.6725,0.25696,0.3144,0.0489,0.15739,0.2463,0.3156,0.32117,0.0919,0.14618,0.19233,0.06894,0.0594,0.5009,0.44792,0.17054,0.0763,0.05385,0.5377,0.65032,0.39388,0.30778,0.0708,0.09675,0.04935,0.0571,0.0661,0.22444,0.19156,0.29121,0.0459,0.44114,0.13047,0.04408,0.0413,0.1087,0.08886,0.09095,0.38115,0.30938,0.09978,0.6663,0.4033,0.06044,0.11603,0.33339,0.15638,0.41563,0.13391,0.2057,0.57661,0.2985,0.41783,0.15364,0.54614,0.67241,0.255,0.55154,0.4451
625,0.83427,0.57872,0.10928,0.50819,0.41726,0.23215,0.3658,0.30366,0.0587,0.85637,0.43684,0.63769,0.2503,0.48498,0.56419,0.27223,0.22081,0.32272,0.52676,0.69166,0.88789,0.75689,0.82636,0.86263,0.50984,0.89487,0.44919,0.11937,0.77308,0.34661,0.79338,0.46623,0.78844,0.27707,0.10738,0.55746,0.12386,0.67138,0.08147,0.18391,0.67464,0.24839,0.31336,0.04918,0.15454,0.24004,0.31636,0.30177,0.09028,0.14745,0.19418,0.06923,0.05878,0.49798,0.44644,0.16621,0.07448,0.05246,0.53473,0.65199,0.39495,0.30843,0.06788,0.09567,0.04295,0.0568,0.06589,0.22571,0.19396,0.29206,0.04443,0.44227,0.12777,0.0442,0.03997,0.10986,0.09681,0.0882,0.39035,0.31796,0.11368,0.66737,0.40177,0.06132,0.12276,0.38325,0.15927,0.42508,0.13922,0.20999,0.58749,0.33518,0.44204,0.17791,0.58068,0.70387,0.25496,0.55303,0.48712
630,0.8428,0.6003,0.12064,0.51009,0.48613,0.23457,0.404,0.34959,0.05894,0.86217,0.44755,0.64759,0.25485,0.4856,0.57172,0.29483,0.22303,0.3289,0.526,0.7127,0.89152,0.76575,0.82855,0.861,0.50953,0.8974,0.45155,0.11881,0.77882,0.34779,0.79694,0.472,0.79028,0.27414,0.10598,0.55801,0.117,0.67119,0.08192,0.18569,0.6789,0.24177,0.3117,0.0495,0.15364,0.2349,0.3221,0.2842,0.0895,0.15005,0.19788,0.06966,0.0584,0.4976,0.44631,0.16281,0.0729,0.0517,0.5319,0.6543,0.39686,0.30877,0.06539,0.095,0.03694,0.0566,0.0657,0.22681,0.19558,0.29307,0.0437,0.4431,0.1255,0.04428,0.0395,0.1119,0.10784,0.08559,0.40398,0.32802,0.13297,0.6684,0.4024,0.06183,0.12916,0.44221,0.16204,0.42953,0.1439,0.2134,0.59586,0.37373,0.4684,0.2053,0.61187,0.73294,0.2562,0.55484,0.5228
635,0.84971,0.61963,0.12749,0.51142,0.5514,0.24132,0.43172,0.39266,0.05917,0.86695,0.46045,0.65705,0.25781,0.48607,0.5782,0.31669,0.22881,0.33486,0.52534,0.72818,0.89442,0.77407,0.83152,0.85898,0.50935,0.89946,0.45456,0.11634,0.78351,0.3504,0.80012,0.48518,0.79278,0.27141,0.10468,0.55702,0.11101,0.67049,0.08233,0.18725,0.68616,0.2384,0.30968,0.04984,0.15204,0.23025,0.33395,0.26844,0.08951,0.15358,0.20264,0.0704,0.05812,0.49839,0.44699,0.15981,0.07173,0.05122,0.52908,0.65764,0.39943,0.30964,0.06346,0.09454,0.03133,0.0565,0.06547,0.22807,0.19682,0.2945,0.04331,0.44397,0.12447,0.04442,0.0397,0.11481,0.12216,0.08415,0.42415,0.34004,0.16167,0.66966,0.40703,0.06214,0.13826,0.5067,0.16492,0.4299,0.14909,0.21626,0.60146,0.41399,0.49679,0.23477,0.64119,0.75943,0.25835,0.55912,0.55159
640,0.8556,0.6367,0.13322,0.51262,0.61007,0.25369,0.4503,0.43125,0.05966,0.87064,0.47495,0.66606,0.26021,0.4867,0.58395,0.3378,0.239,0.3408,0.5246,0.74021,0.89689,0.78137,0.83481,0.857,0.5127,0.9011,0.45681,0.11621,0.78709,0.35438,0.80264,0.5061,0.79528,0.26885,0.10349,0.55717,0.105,0.67041,0.08295,0.1893,0.6971,0.23909,0.3073,0.0502,0.15024,0.226,0.3525,0.25429,0.09004,0.15829,0.2089,0.07182,0.0579,0.4995,0.44862,0.15704,0.0701,0.05094,0.5275,0.66202,0.40282,0.31175,0.06189,0.0944,0.02631,0.0565,0.0654,0.23021,0.19847,0.29688,0.0431,0.44537,0.1252,0.04478,0.0403,0.1194,0.13992,0.0845,0.45114,0.35416,0.19616,0.6735,0.4156,0.06252,0.14464,0.56969,0.1682,0.42774,0.15603,0.2189,0.60694,0.45456,0.52606,0.26624,0.66965,0.78318,0.262,0.56677,0.5737
645,0.86098,0.65151,0.14094,0.51402,0.66051,0.27287,0.46188,0.46417,0.06065,0.87337,0.49066,0.67239,0.26266,0.48768,0.58911,0.35841,0.25451,0.34674,0.52361,0.75035,0.89928,0.7872,0.83794,0.85543,0.51496,0.90232,0.45528,0.11637,0.78962,0.35485,0.80445,0.53447,0.79706,0.26649,0.10242,0.55869,0.09848,0.67108,0.08401,0.19238,0.71218,0.24436,0.30349,0.05057,0.15039,0.22218,0.37809,0.24158,0.09084,0.16436,0.21709,0.07418,0.05775,0.50065,0.4516,0.15455,0.06692,0.05089,0.5284,0.66738,0.4071,0.31579,0.06055,0.09475,0.02207,0.05658,0.06568,0.23373,0.20117,0.30057,0.04314,0.44767,0.12807,0.04555,0.04114,0.12646,0.16133,0.08701,0.4846,0.37048,0.23898,0.68201,0.42779,0.06316,0.15049,0.62438,0.17215,0.42497,0.16583,0.22164,0.61324,0.49236,0.55502,0.29975,0.69796,0.80405,0.26778,0.57838,0.58975
650,0.8657,0.6651,0.15003,0.51522,0.7037,0.3003,0.4686,0.4916,0.06193,0.87575,0.50855,0.67883,0.26487,0.4887,0.59367,0.37905,0.27704,0.3524,0.5226,0.75977,0.90145,0.79221,0.84114,0.8541,0.51194,0.9033,0.45003,0.11656,0.79148,0.35338,0.8064,0.5688,0.79877,0.26449,0.10154,0.55967,0.094,0.67106,0.08532,0.1961,0.731,0.25398,0.2931,0.051,0.15037,0.2189,0.4104,0.2304,0.09188,0.17109,0.22617,0.07708,0.0579,0.5032,0.45656,0.15295,0.0613,0.05139,0.5316,0.67372,0.41175,0.32267,0.05979,0.09577,0.01867,0.0568,0.0663,0.23804,0.20444,0.30502,0.0441,0.45052,0.13295,0.04706,0.0426,0.1358,0.18574,0.09155,0.52342,0.38943,0.29173,0.6942,0.4442,0.06391,0.16785,0.66837,0.17684,0.42427,0.17906,0.2246,0.61886,0.52439,0.58337,0.33484,0.72611,0.82201,0.2757,0.59454,0.6013
655,0.86955,0.6785,0.15656,0.51566,0.74105,0.33695,0.4723,0.51406,0.0632,0.87822,0.52962,0.67562,0.26641,0.48941,0.59765,0.40003,0.308,0.35758,0.52181,0.76939,0.90319,0.79723,0.84471,0.85264,0.51094,0.90419,0.44666,0.11571,0.79321,0.35403,0.80916,0.60699,0.80118,0.26303,0.10088,0.55989,0.09471,0.67024,0.08661,0.19976,0.75284,0.26709,0.27208,0.0515,0.15041,0.21633,0.44884,0.2208,0.09319,0.17743,0.23465,0.07997,0.05855,0.50874,0.46396,0.15286,0.05304,0.05276,0.53599,0.6809,0.41604,0.3333,0.05995,0.09754,0.01613,0.0572,0.06714,0.24224,0.20756,0.30941,0.04681,0.45332,0.13949,0.04965,0.04518,0.14672,0.21193,0.09774,0.56583,0.41133,0.34345,0.70871,0.46526,0.06457,0.19265,0.70087,0.182,0.42833,0.19607,0.22768,0.62331,0.55001,0.61088,0.37096,0.75367,0.83704,0.28525,0.61548,0.60992
660,0.8728,0.6916,0.16207,0.51527,0.77303,0.38151,0.4736,0.5322,0.0642,0.88011,0.55369,0.67555,0.26735,0.4898,0.6015,0.42039,0.34672,0.3626,0.5211,0.77972,0.90443,0.80262,0.84844,0.8504,0.51107,0.905,0.44579,0.11537,0.79597,0.35561,0.8117,0.6457,0.80412,0.26213,0.10041,0.56082,0.1031,0.66944,0.08759,0.20259,0.7764,0.28089,0.2448,0.052,0.15234,0.2147,0.4922,0.21248,0.09465,0.18201,0.24066,0.08223,0.0596,0.518,0.47319,0.15443,0.0444,0.05499,0.5382,0.68803,0.41909,0.34848,0.06109,0.09981,0.0143,0.0577,0.068,0.24535,0.2098,0.31264,0.052,0.45526,0.14695,0.05351,0.0493,0.1574,0.23877,0.10495,0.60811,0.43586,0.37835,0.7258,0.4898,0.065,0.20784,0.72318,0.18627,0.43926,0.21697,0.2301,0.6279,0.57049,0.63663,0.40773,0.779,0.84892,0.2945,0.63996,0.6162
665,0.87578,0.70422,0.17095,0.5141,0.79995,0.43149,0.47296,0.54676,0.06474,0.88074,0.57982,0.67885,0.26785,0.48999,0.60563,0.43917,0.39138,0.36783,0.52029,0.79098,0.90521,0.80842,0.85209,0.84708,0.50985,0.9057,0.44445,0.11267,0.8006,0.35852,0.81302,0.68173,0.80718,0.26186,0.10012,0.56192,0.1208,0.66846,0.08807,0.204,0.80025,0.29267,0.21777,0.05242,0.15367,0.21422,0.53897,0.20511,0.09614,0.18381,0.24281,0.08342,0.06093,0.53104,0.48341,0.15772,0.03781,0.05802,0.53583,0.69419,0.42028,0.36893,0.06312,0.10231,0.01301,0.05822,0.06869,0.24669,0.21071,0.31392,0.06016,0.45577,0.15462,0.0589,0.05525,0.16579,0.26496,0.11256,0.6465,0.4626,0.40403,0.74588,0.51664,0.06512,0.22794,0.73733,0.1883,0.45877,0.2417,0.23137,0.6315,0.58799,0.65968,0.44475,0.80048,0.85751,0.30142,0.66655,0.62057
670,0.8785,0.7171,0.18004,0.51322,0.82248,0.48165,0.4715,0.5587,0.06492,0.88075,0.60514,0.67821,0.26795,0.4903,0.60997,0.45673,0.4373,0.3732,0.5195,0.80256,0.90572,0.81375,0.85572,0.8439,0.50758,0.9063,0.4443,0.1142,0.80638,0.35971,0.81388,0.7138,0.80995,0.26248,0.10019,0.56165,0.1466,0.66851,0.08821,0.20434,0.823,0.30194,0.1976,0.0527,0.15924,0.2148,0.5869,0.19862,0.09758,0.18359,0.24224,0.08378,0.0625,0.5461,0.49376,0.16295,0.0339,0.06171,0.5326,0.69911,0.42008,0.39515,0.06589,0.10484,0.01211,0.0587,0.0691,0.24669,0.21063,0.31378,0.0708,0.45536,0.16234,0.06642,0.0627,0.1702,0.28852,0.12024,0.6791,0.49134,0.42472,0.7684,0.5461,0.065,0.25255,0.74601,0.18796,0.48761,0.26986,0.2329,0.63258,0.6057,0.67984,0.48134,0.81742,0.86339,0.3049,0.69439,0.6238
675,0.88094,0.7305,0.18664,0.51343,0.84133,0.5272,0.4703,0.56897,0.06489,0.88086,0.62726,0.67843,0.2677,0.49098,0.61431,0.47371,0.48016,0.37853,0.51887,0.81379,0.90617,0.81785,0.85943,0.84212,0.50201,0.9068,0.44272,0.11624,0.81236,0.35739,0.81524,0.74151,0.81215,0.2641,0.10071,0.56041,0.17877,0.67028,0.08823,0.20413,0.84343,0.30939,0.18894,0.05278,0.16394,0.21628,0.63375,0.193,0.09892,0.1824,0.24044,0.08364,0.06428,0.56122,0.50347,0.16994,0.03263,0.06589,0.5326,0.7028,0.41917,0.42758,0.06936,0.10725,0.0115,0.0591,0.0692,0.24599,0.21003,0.31299,0.08316,0.45475,0.17089,0.07676,0.07116,0.16964,0.30737,0.1285,0.70496,0.52196,0.436,0.79213,0.57781,0.06478,0.26974,0.75185,0.18571,0.52562,0.30107,0.23606,0.63234,0.62287,0.69709,0.51686,0.82988,0.86749,0.3045,0.72255,0.62656
680,0.8833,0.742,0.18611,0.51337,0.85712,0.56789,0.4695,0.57812,0.06471,0.88083,0.64752,0.68161,0.26735,0.4919,0.61843,0.49042,0.51979,0.3836,0.5182,0.8244,0.90672,0.82133,0.86329,0.8415,0.49937,0.9072,0.44242,0.11636,0.81832,0.35449,0.81722,0.7662,0.81403,0.26609,0.10131,0.55912,0.2163,0.67149,0.08821,0.20352,0.8609,0.31803,0.1885,0.0527,0.16737,0.2184,0.6779,0.18827,0.10023,0.18052,0.23778,0.08306,0.0661,0.5755,0.51212,0.17687,0.0332,0.0702,0.5353,0.70579,0.4178,0.46663,0.07381,0.10932,0.01112,0.0594,0.0691,0.24484,0.20908,0.31182,0.0963,0.45433,0.18428,0.09035,0.08,0.1657,0.32249,0.14079,0.72516,0.55435,0.44674,0.8142,0.607,0.06451,0.28737,0.75644,0.18319,0.56992,0.33549,0.2401,0.63235,0.63523,0.71148,0.55127,0.83974,0.87174,0.3014,0.74925,0.6288
685,0.88579,0.74976,0.1865,0.51311,0.8705,0.6043,0.46891,0.58662,0.06441,0.88044,0.6676,0.68412,0.26713,0.49283,0.62214,0.50703,0.55666,0.38829,0.51729,0.83423,0.90745,0.82495,0.86723,0.84134,0.5013,0.90752,0.44704,0.1132,0.82419,0.35373,0.81966,0.78956,0.81593,0.26786,0.10168,0.55486,0.25833,0.67258,0.08818,0.20254,0.87518,0.33103,0.19437,0.05252,0.16914,0.22098,0.71834,0.18444,0.10164,0.17803,0.23432,0.082,0.0678,0.58862,0.51931,0.18216,0.03593,0.07429,0.53839,0.70842,0.41607,0.51216,0.07946,0.11084,0.01094,0.05961,0.06891,0.24338,0.20784,0.31034,0.10963,0.45436,0.20617,0.10762,0.08885,0.15994,0.33247,0.16039,0.74134,0.58815,0.45591,0.83253,0.63023,0.06423,0.30481,0.76102,0.18185,0.61695,0.37309,0.24393,0.62884,0.64717,0.72321,0.58455,0.84881,0.87761,0.29673,0.77306,0.63041
690,0.8884,0.7571,0.19529,0.51261,0.88222,0.63589,0.4679,0.59483,0.06399,0.8805,0.68675,0.68273,0.26696,0.4937,0.62533,0.52319,0.58977,0.393,0.5162,0.84297,0.9083,0.82862,0.87082,0.8407,0.50444,0.9079,0.45358,0.11456,0.82976,0.3554,0.82215,0.8131,0.81807,0.26981,0.10213,0.54941,0.3038,0.67428,0.08811,0.20115,0.8872,0.3498,0.2181,0.0523,0.1733,0.2242,0.7558,0.18137,0.10336,0.17486,0.22994,0.08048,0.0695,0.6015,0.5245,0.18699,0.0465,0.07806,0.5372,0.70991,0.41393,0.56194,0.08592,0.11159,0.01092,0.0597,0.0686,0.24154,0.2063,0.30852,0.1242,0.45475,0.23561,0.12907,0.0984,0.1512,0.33782,0.18676,0.75525,0.62191,0.46076,0.8499,0.6536,0.06391,0.3163,0.76637,0.1812,0.66286,0.41253,0.2472,0.62321,0.65931,0.73309,0.6163,0.85666,0.88387,0.2897,0.79489,0.6317
695,0.89091,0.76684,0.2021,0.51208,0.89292,0.66181,0.46607,0.60303,0.06344,0.88167,0.7036,0.68325,0.26668,0.49444,0.62795,0.53846,0.61775,0.39783,0.51512,0.8503,0.90916,0.83218,0.87373,0.83899,0.5139,0.9084,0.46121,0.11781,0.83482,0.36075,0.82429,0.83652,0.82055,0.27228,0.10293,0.5433,0.35162,0.67638,0.08796,0.19927,0.89754,0.37529,0.26567,0.05211,0.17773,0.22799,0.78958,0.17893,0.10553,0.17093,0.2245,0.07849,0.07121,0.61435,0.52735,0.19243,0.06786,0.08141,0.52892,0.7096,0.41127,0.61321,0.09264,0.11151,0.01106,0.05967,0.06815,0.23921,0.20442,0.30629,0.14004,0.45534,0.27055,0.15524,0.10867,0.13917,0.33897,0.21842,0.76868,0.65419,0.46165,0.86826,0.68162,0.06349,0.32417,0.77313,0.18026,0.70375,0.45219,0.24973,0.61633,0.67212,0.74189,0.646,0.86235,0.8886,0.28021,0.81494,0.63294
700,0.8926,0.7746,0.20393,0.51191,0.90256,0.68123,0.4645,0.61109,0.06276,0.88291,0.71681,0.68676,0.26616,0.4949,0.62993,0.55239,0.63924,0.4012,0.5144,0.85588,0.90989,0.83587,0.87657,0.8374,0.51821,0.9088,0.46357,0.11627,0.83915,0.36514,0.82611,0.8526,0.82326,0.27417,0.10364,0.53563,0.4007,0.67857,0.08769,0.19682,0.9041,0.40848,0.3073,0.052,0.17987,0.2308,0.8115,0.17713,0.10789,0.16613,0.21783,0.07605,0.0724,0.6232,0.52854,0.19647,0.0866,0.08396,0.5205,0.70853,0.40798,0.66321,0.09904,0.11115,0.01132,0.0596,0.0678,0.23629,0.20218,0.30358,0.1514,0.45598,0.30889,0.18665,0.116,0.1297,0.33667,0.25388,0.78344,0.68463,0.46531,0.8814,0.7029,0.06292,0.33878,0.78195,0.17803,0.73574,0.49039,0.2512,0.60749,0.68575,0.74957,0.67316,0.86492,0.88988,0.2728,0.82814,0.6338
705,0.8926,0.7746,0.21328,0.51291,0.91091,0.70786,0.4645,0.61878,0.06228,0.88291,0.73386,0.68639,0.26598,0.4949,0.63284,0.56804,0.66823,0.4012,0.5144,0.86331,0.91076,0.83979,0.87984,0.8374,0.52735,0.90888,0.47205,0.11443,0.84423,0.36959,0.82769,0.8526,0.82593,0.27417,0.10364,0.5263,0.45484,0.6819,0.0876,0.19524,0.9041,0.43191,0.3073,0.052,0.1802,0.2308,0.8115,0.17599,0.11019,0.16279,0.2132,0.07441,0.0724,0.6232,0.52899,0.19647,0.0866,0.08534,0.5205,0.70807,0.40562,0.70794,0.10694,0.11115,0.01139,0.0596,0.0678,0.23428,0.20051,0.3016,0.1514,0.45652,0.3489,0.22083,0.116,0.1297,0.33133,0.2922,0.79525,0.71299,0.47145,0.8814,0.7029,0.06257,0.34908,0.78747,0.17751,0.77275,0.53155,0.2512,0.59715,0.7006,0.75581,0.70121,0.87151,0.89554,0.2728,0.82814,0.6338
710,0.8926,0.7746,0.21966,0.51485,0.91776,0.73017,0.4645,0.62574,0.06173,0.88291,0.74863,0.68745,0.26566,0.4949,0.63536,0.58283,0.69292,0.4012,0.5144,0.86964,0.91157,0.84305,0.88271,0.8374,0.53455,0.9088,0.47816,0.11559,0.84885,0.37419,0.82899,0.8526,0.82804,0.27417,0.10364,0.51786,0.50886,0.68592,0.08743,0.19333,0.9041,0.45996,0.3073,0.052,0.18,0.2308,0.8115,0.1755,0.11246,0.15896,0.20789,0.07251,0.0724,0.6232,0.52954,0.19647,0.0866,0.08554,0.5205,0.70918,0.40289,0.74967,0.11492,0.11115,0.01154,0.0596,0.0678,0.23192,0.19863,0.29933,0.1514,0.45709,0.39166,0.26013,0.116,0.1297,0.32425,0.33405,0.80745,0.73843,0.47513,0.8814,0.7029,0.06214,0.36054,0.79409,0.17632,0.80334,0.57117,0.2512,0.5883,0.71303,0.76013,0.72707,0.87627,0.89928,0.2728,0.82814,0.6338
715,0.8926,0.7746,0.22617,0.51667,0.92304,0.75138,0.4645,0.63173,0.06118,0.88291,0.76285,0.68851,0.26535,0.4949,0.63788,0.59748,0.71656,0.4012,0.51444,0.87572,0.91237,0.84486,0.88441,0.8374,0.54175,0.9088,0.48429,0.11697,0.85335,0.37882,0.82993,0.8526,0.82924,0.27417,0.10364,0.51116,0.56267,0.68952,0.08727,0.19144,0.9041,0.48826,0.3073,0.052,0.17773,0.2308,0.8115,0.17564,0.11484,0.15521,0.20268,0.07065,0.0724,0.6232,0.53109,0.19647,0.0866,0.08476,0.5205,0.71261,0.40017,0.78723,0.12341,0.11115,0.01169,0.0596,0.0678,0.22958,0.19676,0.29708,0.1514,0.45767,0.43615,0.30371,0.116,0.1297,0.31788,0.37868,0.81908,0.76029,0.47881,0.8814,0.7029,0.06171,0.37215,0.80056,0.17513,0.83071,0.60989,0.2512,0.58146,0.72275,0.76226,0.75148,0.88089,0.9029,0.2728,0.82814,0.6338
720,0.8926,0.7746,0.23281,0.51849,0.92737,0.77145,0.4645,0.63709,0.06064,0.88291,0.7765,0.68957,0.26503,0.4949,0.64039,0.61196,0.73905,0.4012,0.5144,0.88156,0.91316,0.84588,0.88579,0.8374,0.54893,0.9088,0.49042,0.11711,0.85775,0.38348,0.83048,0.8526,0.83027,0.27417,0.10364,0.50353,0.61505,0.69328,0.08711,0.18956,0.9041,0.51664,0.3073,0.052,0.17586,0.2308,0.8115,0.17652,0.11757,0.15154,0.19757,0.06884,0.0724,0.6232,0.53478,0.19647,0.0866,0.08362,0.5205,0.71859,0.39746,0.8205,0.13244,0.11115,0.01184,0.0596,0.0678,0.22726,0.19491,0.29484,0.1514,0.45825,0.48169,0.35111,0.116,0.1297,0.31165,0.42547,0.83016,0.77927,0.4825,0.8814,0.7029,0.06128,0.38392,0.80687,0.17395,0.85496,0.64728,0.2512,0.57354,0.7337,0.76306,0.77439,0.88535,0.9064,0.2728,0.82814,0.6338
725,0.8926,0.7746,0.23959,0.52041,0.93156,0.79034,0.4645,0.64228,0.0601,0.88291,0.78958,0.69063,0.26471,0.4949,0.64289,0.62624,0.76037,0.4012,0.5144,0.88715,0.91394,0.84712,0.8877,0.8374,0.55608,0.9088,0.49655,0.11871,0.86203,0.38815,0.8306,0.8526,0.83213,0.27417,0.10364,0.49575,0.66489,0.69711,0.08694,0.18769,0.9041,0.54491,0.3073,0.052,0.17644,0.2308,0.8115,0.1783,0.1209,0.14793,0.19256,0.06707,0.0724,0.6232,0.54158,0.19647,0.0866,0.08285,0.5205,0.7271,0.39475,0.84956,0.14202,0.11115,0.012,0.0596,0.0678,0.22495,0.19307,0.2926,0.1514,0.45883,0.52754,0.40165,0.116,0.1297,0.30494,0.47364,0.84069,0.79615,0.48618,0.8814,0.7029,0.06085,0.39582,0.81303,0.17278,0.87625,0.68294,0.2512,0.56538,0.74439,0.76369,0.79576,0.88966,0.90979,0.2728,0.82814,0.6338
730,0.8926,0.7746,0.24651,0.52228,0.93639,0.80806,0.4645,0.64779,0.05957,0.88291,0.80209,0.69169,0.2644,0.4949,0.64538,0.6403,0.78045,0.4012,0.5144,0.89252,0.91472,0.8496,0.88946,0.8374,0.56322,0.9088,0.50268,0.11979,0.86621,0.39284,0.83026,0.8526,0.83581,0.27417,0.10364,0.48819,0.7113,0.70083,0.08678,0.18584,0.9041,0.5729,0.3073,0.052,0.17847,0.2308,0.8115,0.18111,0.12509,0.1444,0.18764,0.06535,0.0724,0.6232,0.55168,0.19647,0.0866,0.08317,0.5205,0.73766,0.39205,0.87463,0.15216,0.11115,0.01216,0.0596,0.0678,0.22267,0.19124,0.29038,0.1514,0.45941,0.57293,0.45437,0.116,0.1297,0.29854,0.5223,0.85069,0.81061,0.48987,0.8814,0.7029,0.06043,0.40785,0.81904,0.17161,0.89481,0.71658,0.2512,0.55745,0.75455,0.7653,0.81558,0.89384,0.91307,0.2728,0.82814,0.6338
735,0.8926,0.7746,0.25356,0.52415,0.93985,0.82462,0.4645,0.65285,0.05904,0.88291,0.81403,0.69275,0.26408,0.4949,0.64787,0.65413,0.7993,0.4012,0.5144,0.89765,0.9155,0.85043,0.8903,0.8374,0.57032,0.9088,0.50881,0.11884,0.87028,0.39756,0.8306,0.8526,0.83693,0.27417,0.10364,0.48065,0.75367,0.70452,0.08662,0.184,0.9041,0.60042,0.3073,0.052,0.18116,0.2308,0.8115,0.18243,0.12825,0.14093,0.18282,0.06366,0.0724,0.6232,0.56548,0.19647,0.0866,0.08202,0.5205,0.75043,0.38936,0.89604,0.1629,0.11115,0.01232,0.0596,0.0678,0.22039,0.18942,0.28817,0.1514,0.45998,0.61712,0.50813,0.116,0.1297,0.29222,0.57054,0.86016,0.82241,0.49356,0.8814,0.7029,0.06001,0.41999,0.8249,0.17045,0.91086,0.74797,0.2512,0.54949,0.76442,0.7657,0.83389,0.89787,0.91624,0.2728,0.82814,0.6338
740,0.8926,0.7746,0.26073,0.52602,0.94353,0.84003,0.4645,0.65804,0.05852,0.88291,0.82541,0.6938,0.26376,0.4949,0.65035,0.6677,0.81691,0.4012,0.5144,0.90257,0.91626,0.8519,0.89074,0.8374,0.5774,0.9088,0.51494,0.1178,0.87424,0.40229,0.83067,0.8526,0.83904,0.27417,0.10364,0.47311,0.79164,0.70819,0.08645,0.18218,0.9041,0.62733,0.3073,0.052,0.18747,0.2308,0.8115,0.18437,0.13195,0.13754,0.1781,0.06202,0.0724,0.6232,0.58514,0.19647,0.0866,0.08147,0.5205,0.7685,0.38667,0.91415,0.17424,0.11115,0.01248,0.0596,0.0678,0.21814,0.18762,0.28597,0.1514,0.46056,0.65946,0.56171,0.116,0.1297,0.28597,0.61747,0.86913,0.83267,0.49725,0.8814,0.7029,0.05959,0.43223,0.8306,0.16929,0.92467,0.77696,0.2512,0.54151,0.77403,0.76658,0.85071,0.90177,0.9193,0.2728,0.82814,0.6338
745,0.8926,0.7746,0.26804,0.52789,0.947,0.85433,0.4645,0.66319,0.058,0.88291,0.83623,0.69485,0.26345,0.4949,0.65282,0.681,0.8333,0.4012,0.5144,0.90728,0.91703,0.85335,0.89141,0.8374,0.58445,0.9088,0.52106,0.11833,0.8781,0.40704,0.83074,0.8526,0.84114,0.27417,0.10364,0.46558,0.82512,0.71183,0.08629,0.18037,0.9041,0.65347,0.3073,0.052,0.19526,0.2308,0.8115,0.18633,0.13574,0.13421,0.17347,0.06041,0.0724,0.6232,0.61045,0.19647,0.0866,0.08092,0.5205,0.79265,0.38399,0.92936,0.18619,0.11115,0.01265,0.0596,0.0678,0.2159,0.18584,0.28377,0.1514,0.46114,0.6994,0.61388,0.116,0.1297,0.27981,0.66232,0.8776,0.84211,0.50094,0.8814,0.7029,0.05918,0.44455,0.83616,0.16814,0.93649,0.8035,0.2512,0.5335,0.78335,0.76746,0.8661,0.90553,0.92226,0.2728,0.82814,0.6338
